event_index,tenpo_id,tenpo_name,matched_by,score,summary,old_address,new_address,old_map_url,new_map_url
319,TENPO#0014,渋谷店,東京都渋谷区道玄坂1-5-9 ザ・レンガビル 2F (プアン渋谷店）,93.2,スパイスキッチン株式会社,,東京都渋谷区道玄坂1-5-9 ザ・レンガビル 2F (プアン渋谷店）,,
324,TENPO#0010,神田店,ニーハオ 神田店,89.4,ニーハオ 神田店,,"ニイハオ 神田店, 日本、〒101-0044 東京都千代田区鍛冶町１丁目６−２ 林ビル B1F",,
326,TENPO#0025,大塚店,ダーツバー A's　　大塚店,90.0,ダーツバー A's　清掃　大塚店,,ダーツバー A's　大塚店,,
328,TENPO#0029,日本橋茅場町店,米と魚 さかなさま 日本橋茅場町店,91.0,米と魚　さかなさま　ゴミ回収,,"米と魚 さかなさま 日本橋茅場町店, 日本、〒103-0026 東京都中央区日本橋兜町１５−６ 製粉会館ビル 地下1階",,
341,TENPO#0031,鮨 輝らく,輝らく,88.6,飯田橋　輝らく　堀題地社長,,"輝らく, 日本、〒162-0825 東京都新宿区神楽坂３丁目１ クレール神楽坂３",,
342,TENPO#0120,発酵デリカテッセンカフェテリアKouji&ko,発酵デリカテッセンカフェテリア Kouji&ko 新宿高島屋8階,93.8,発酵デリカッセン新宿高島屋　清掃,,"発酵デリカテッセンカフェテリア Kouji&ko 新宿高島屋8階, 日本、〒151-8580 東京都渋谷区千駄ケ谷５丁目２４−２ 新宿髙島屋 8階",,
343,TENPO#77f42e59665b,N,Mineo 解約,89.4,Mineo 解約,,,,
344,TENPO#0064,竹祥,貝出汁中華そば 竹祥,89.8,発注前提テイクユー現地調査　担当：中村さん　@正田案件,,貝出汁中華そば 竹祥,,
345,TENPO#0042,麹町店,デイジー麹町店,89.4,【定期清掃】デイジー麹町店,,"デイジイ 麹町店, 日本、〒102-0083 東京都千代田区麹町４丁目３−２２ 紅谷ビル",,
349,TENPO#77f42e59665b,N,株式会社でですけ Dedesuke Saigon Kitchen中谷様,93.6,株式会社でですけ Dedesuke Saigon Kitchen中谷様,,"でですけ サイゴンキッチン, 日本、〒103-0022 東京都中央区日本橋室町１丁目１１−４",,
350,TENPO#0085,大森店,ニーハオ大森店,89.4,ニーハオ大森店,,"ニイハオ 大森店, 日本、〒143-0016 東京都大田区大森北１丁目２−１",,
351,TENPO#0102,新橋バーラウンジ御殿,新橋バーラウンジ御殿(オデン),90.6,新橋バーラウンジ御殿　初回清掃,,"新橋バーラウンジ御殿(オデン), 日本、〒105-0004 東京都港区新橋３丁目２１−１０ オルバスビル 3F",,
352,TENPO#0054,トオダ,プラネット　魚無双トオダ,90.2,株式会社オン・ザ・プラネット　魚無双トオダ,,,,
353,TENPO#0023,中野店,炭火焼肉ホルモン まんてん　中野店,91.0,炭火焼肉ホルモン まんてん　中野店,,"炭火焼ホルモンまんてん 中野, 日本、〒164-0001 東京都中野区中野５丁目５４−６",,
355,TENPO#0083,本店,富士屋本店 日本橋浜町,90.0,日本橋のゴミ回収→上野にゴミ捨てる,,"富士屋本店 日本橋浜町, 日本、〒103-0007 東京都中央区日本橋浜町２丁目２４−２",,
357,TENPO#0037,ラゾーナ川崎,ラゾーナ川崎 沖縄料理15時ミーティング,91.8,ラゾーナ川崎 沖縄料理15時ミーティング,,,,
358,TENPO#0089,北千住店,北海道らーめん みそ熊 北千住店,90.8,【スポット清掃】北海道ラーメンみそ熊　北千住,,"北海道らーめん みそ熊 北千住店, 日本、〒120-0034 東京都足立区千住３丁目３１",,
360,TENPO#0027,水道橋店,Darts Bar a's 水道橋店,90.8,Darts Bar a's 水道橋店,,"新水道橋ビル, 日本、〒101-0061 東京都千代田区神田三崎町２丁目２２−１８ 新水道橋ビル",,
361,TENPO#0026,高円寺店,ダーツバー A's　高円寺店,90.2,ダーツバー A's　清掃　高円寺,,ダーツバー A's　高円寺店,,
366,TENPO#0010,神田店,デニーロ神田店,89.4,デニーロ 今村　清掃,,"デニーロ神田店, 日本、〒101-0054 東京都千代田区神田錦町３丁目１４−３ 神田錦町ビル 1階",,
368,TENPO#0102,新橋バーラウンジ御殿,新橋バーラウンジ御殿(オデン),90.6,新橋バーラウンジ御殿　初回清掃,,"新橋バーラウンジ御殿(オデン), 日本、〒105-0004 東京都港区新橋３丁目２１−１０ オルバスビル 3F",,
371,TENPO#0020,モンキーツリー 店舗未設定,モンキーツリー,89.4,モンキーツリー　定期清掃/ラグ交換,,モンキーツリー馬喰町,,
378,TENPO#0102,新橋バーラウンジ御殿,新橋バーラウンジ御殿(オデン),90.6,新橋バーラウンジ御殿　初回清掃,,"新橋バーラウンジ御殿(オデン), 日本、〒105-0004 東京都港区新橋３丁目２１−１０ オルバスビル 3F",,
380,TENPO#0010,神田店,デニーロ神田店,89.4,デニーロ 今村　定期清掃,,"デニーロ神田店, 日本、〒101-0054 東京都千代田区神田錦町３丁目１４−３ 神田錦町ビル 1階",,
384,TENPO#0071,大勝軒まるいち 新宿東南口店,大勝軒まるいち新宿東南口店,100.0,大勝軒まるいち新宿西口　ファンベルト交換　松永さん立ち会い,,"大勝軒まるいち新宿東南口店, 日本、〒160-0022 東京都新宿区新宿３丁目３４−３",,
385,TENPO#0042,麹町店,デイジー麹町店,89.4,デイジー麹町店,,"デイジイ 麹町店, 日本、〒102-0083 東京都千代田区麹町４丁目３−２２ 紅谷ビル",,
386,TENPO#77f42e59665b,N,https://maps.app.goo.gl/12niV2ecDr8UkVG47,94.8,吉成さん　パーソナルジム清掃,,東京都中央区銀座１丁目１５−１４ 北村企業ビル 4f,,https://maps.app.goo.gl/12niV2ecDr8UkVG47
387,TENPO#0083,本店,アサヒナフードイノベーション株式会社　銀座竹の庵5丁目本店　初回,93.2,【定期清掃】アサヒナフードイノベーション株式会社　銀座竹の庵5丁目本店　初回清掃,,"銀座竹の庵 5丁目本店, 日本、〒104-0061 東京都中央区銀座５丁目６−１３ 西五番街ビル",,
388,TENPO#0083,本店,炭火焼肉ホルモン 中目黒本店　査察,91.0,炭火焼肉ホルモン 中目黒本店　査察,,,,
392,TENPO#77f42e59665b,N,cafe & dining MONKEY TREE,92.0,モンキーツリーラグ交換,,"cafe & dining MONKEY TREE, 日本、〒103-0027 東京都中央区日本橋馬喰町１丁目５−４ 中庄ビル 1F",,
393,TENPO#0026,高円寺店,Darts Bar a's 高円寺店,90.8,【再清掃】Darts Bar a's 高円寺店,,〒166-0003 東京都杉並区高円寺南３丁目５８−２２ ARISTO 高円寺 3階,,
394,TENPO#0128,ビストロ エヴォルテ,ビストロ エヴォルテ,100.0,ビストロ エヴォルテ_清掃木之内さん,,"ビストロ エヴォルテ, 日本、〒144-0052 東京都大田区蒲田５丁目２９−１ エクセルピア蒲田３番館 三番館 １F",,
398,TENPO#0015,池袋店,東京都豊島区南池袋1-18-23 ルックハイツ池袋B1（やざわ池袋店）,94.0,【店舗】株式会社エレキング,,東京都豊島区南池袋1-18-23 ルックハイツ池袋B1（やざわ池袋店）,,
399,TENPO#77f42e59665b,N,wonderful併せラ！,90.6,wonderful併せラ！,,,,
400,TENPO#0088,王子店,株式会社GRAST 北海道らーめん みそ熊　王子店 　（2日,92.0,【スポット清掃】株式会社GRAST 北海道らーめん みそ熊　王子店 　（2日/2日分）,,"北海道らーめん みそ熊 本店, 日本、〒114-0002 東京都北区王子１丁目２−２",,
410,TENPO#0010,神田店,デニーロ神田店,89.4,デニーロ査察　エアコン室外機　ファンベルトチェック（注文まで）,,"デニーロ神田店, 日本、〒101-0054 東京都千代田区神田錦町３丁目１４−３ 神田錦町ビル 1階",,
414,TENPO#0025,大塚店,ダーツバー A's　　大塚店,90.0,ダーツバー A's　清掃　大塚店,,ダーツバー A's　大塚店,,
415,TENPO#77f42e59665b,N,cafe & dining MONKEY TREE,92.0,モンキーツリーラグ交換,,"cafe & dining MONKEY TREE, 日本、〒103-0027 東京都中央区日本橋馬喰町１丁目５−４ 中庄ビル 1F",,
416,TENPO#0032,麺と肴　担々麺 ペン坊,麺と肴　担々麺 ペン坊 　青柳社長　  ネズミ駆除,91.6,麺と肴　担々麺 ペン坊 　青柳社長　 定期清掃 ネズミ駆除,,,,
417,TENPO#0126,Aphrodite　アフロディーテ（ニューハーフバー）,Aphrodite アフロディーテ,91.2,合同会社SKTCAphrodite,,"Aphrodite アフロディーテ, 日本、〒106-0032 東京都港区六本木７丁目４−４ 8TKGビル 301",,
418,TENPO#0084,大井町店,ニーハオ大井町店,89.6,ニーハオ大井町店,,"你好 大井町, 日本、〒140-0011 東京都品川区東大井５丁目１７−４ 高山ビル B1",,
419,TENPO#0027,水道橋店,ダーツバーA`s 水道橋店,90.4,ダーツバー A's　清掃　水道橋,,ダーツバーA`s 水道橋店,,
422,TENPO#0011,東陽町店,中華食堂 一番館 東陽町店　金田社長不在さん視察,92.2,中華食堂 一番館 東陽町店　金田社長不在さん視察,,"中華食堂 一番館 東陽町店, 日本、〒135-0016 東京都江東区東陽４丁目１−１８ 第五津村ビル",,
423,TENPO#0012,新小岩店,中華食堂 一番館 新小岩店,90.2,中華食堂 一番館 新小岩　金田社長不在さん視察,,"中華食堂 一番館 新小岩店, 日本、〒124-0024 東京都葛飾区新小岩１丁目４２−８",,
425,TENPO#0053,新橋店,生ラムかんな新橋店,89.8,新橋生ラムかんな　ラットシート回収,,"生ラムかんな新橋店, 日本、〒105-0004 東京都港区新橋４丁目１４−８",,
432,TENPO#0083,本店,麺屋武一　本店,89.2,【現場調査】麺屋武一　本店,,"濃厚鶏そば 麺屋武一, 日本、〒105-0004 東京都港区新橋３丁目６−１３",,
434,TENPO#0053,新橋店,メティウスフーズ ピッツェリア ドォーロ 新橋店,92.2,【再清掃】メティウスフーズ ピッツェリア ドォーロ 新橋店,,ピッツェリア ドォーロ 新橋店,,
437,TENPO#0083,本店,富士屋本店　日本橋浜町のマンションの502から,92.4,富士屋本店　冷蔵庫 代々木移動　不用品回収,,富士屋本店　日本橋,,
438,TENPO#0053,新橋店,麺処直久 新橋店　現調,89.8,麺処直久 新橋店　現調,,"麺処直久 新橋店, 日本、〒105-0004 東京都港区新橋２丁目２０−地下街 1号 ウィング新橋名店街",,
443,TENPO#0080,Mahaloh Import Shop,Mahaloh Import Shop,100.0,Mahaloh Import Shop事務所エアコン清掃　梅岡案件清掃,,"Mahaloh Import Shop, 日本、〒230-0041 神奈川県横浜市鶴見区潮田町３丁目１４２−５",,
444,TENPO#0032,麺と肴　担々麺 ペン坊,麺と肴　担々麺 ペン坊 　青柳社長　  ネズミ駆除,91.6,麺と肴　担々麺 ペン坊 　青柳社長　 定期清掃 ネズミ駆除,,,,
445,TENPO#0083,本店,中国家庭料理 你好 本店,90.0,ニーハオ蒲田　本店,,"中国家庭料理 你好 本店, 日本、〒144-0052 東京都大田区蒲田４丁目２４−１４",,
447,TENPO#0083,本店,株式会社ダイニングエッジ　楽が気　新橋本店,91.0,株式会社ダイニングエッジ　楽が気　新橋本店,,"楽が気, 日本、〒105-0004 東京都港区新橋３丁目２１−４ 新橋第2ペリカンビル 1F",,
453,TENPO#0058,ニューイブシオ,プラネット　新燻男ニューイブシオ,91.0,株式会社オン・ザ・プラネット　新燻男ニューイブシオ,,新燻男ニューイブシオ,,
456,TENPO#0048,代々木店,株式会社ギガデイン　武蔵野アブラ學会 代々木店　木村代表　現地調査,93.0,株式会社ギガデイン　武蔵野アブラ學会 代々木店　木村代表　現地調査,,渋谷区代々木1-58-7　ヴィラハイツ1F,,
457,TENPO#0128,ビストロ エヴォルテ,ビストロ　エヴォルテ　コンセント修繕,91.2,ビストロ　エヴォルテ　コンセント修繕,,ビストロエヴォルテ　蒲田,,
458,TENPO#0115,神楽坂店,Darts Bar A's 神楽坂店,90.8,ダーツバー A's　清掃　神楽坂,,"Darts Bar A's 神楽坂店, 日本、〒162-0825 東京都新宿区神楽坂１丁目１０ 會田ビル 4F",,
465,TENPO#0073,立呑 富士屋本店,立呑 富士屋本店,100.0,立呑 富士屋本店　エアコン分解/プロペラファン交換,,"立呑 富士屋本店, 日本、〒150-0031 東京都渋谷区桜丘町１６−１０",,
468,TENPO#0029,日本橋茅場町店,米と魚 さかなさま 日本橋茅場町店,91.0,米と魚　さかなさま　ゴミ回収,,"米と魚 さかなさま 日本橋茅場町店, 日本、〒103-0026 東京都中央区日本橋兜町１５−６ 製粉会館ビル 地下1階",,
470,TENPO#0020,モンキーツリー 店舗未設定,モンキーツリー,89.4,モンキーツリー　定期清掃,,モンキーツリー馬喰町,,
473,TENPO#0068,神田南口店,馬力 神田南口店,89.4,馬力新橋　ファンベルト現地調整,,"馬力 神田南口店, 日本、〒103-0022 東京都中央区日本橋室町４丁目２−１",,
474,TENPO#77f42e59665b,N,cafe & dining MONKEY TREE,92.0,モンキーツリーラグ交換,,"cafe & dining MONKEY TREE, 日本、〒103-0027 東京都中央区日本橋馬喰町１丁目５−４ 中庄ビル 1F",,
475,TENPO#0092,上野駅前店,カラオケ上野駅前店　修繕なーろん,91.0,カラオケ上野駅前店　修繕なーろん,,,,
477,TENPO#0026,高円寺店,ダーツバー A's　高円寺店,90.2,ダーツバー A's　清掃　高円寺　梅岡定期清掃,,ダーツバー A's　高円寺店,,
479,TENPO#0025,大塚店,ダーツバー A's　　大塚店,90.0,ダーツバー A's　清掃　大塚店,,ダーツバー A's　大塚店,,
480,TENPO#0048,代々木店,まんてん　代々木店査察,90.0,まんてん　代々木店査察,,,,
481,TENPO#0083,本店,株式会社ダイニングエッジ　楽が気　新橋本店,91.0,株式会社ダイニングエッジ　楽が気　新橋本店,,"楽が気, 日本、〒105-0004 東京都港区新橋３丁目２１−４ 新橋第2ペリカンビル 1F",,
486,TENPO#77f42e59665b,N,東京都港区西新橋1-17-4 ルグラシエビル9 3F B.B Meat Land,94.4,ネズミ駆除査察　新橋　ミセツク案件,,東京都港区西新橋1-17-4 ルグラシエビル9 3F B.B Meat Land,,
488,TENPO#0083,本店,立呑み富士屋本店　パナソニック換気扇取り付け,92.2,立呑み富士屋本店　パナソニック換気扇取り付け,,,,
489,TENPO#77f42e59665b,N,Tan伍（サカス）,89.4,【商談訪問】Tan伍（サカス）,,,,
495,TENPO#0053,新橋店,ダイニングエッジ楽が気　新橋店　空調現地調査,92.0,ダイニングエッジ楽が気　新橋店　空調現地調査,,"ピッツェリア ドォーロ 新橋店, 日本、〒105-0004 東京都港区新橋５丁目１８−１ 新橋パークサイドビル 1F",,
496,TENPO#77f42e59665b,N,cafe & dining MONKEY TREE,92.0,マット納品　モンキーツリー,,"cafe & dining MONKEY TREE, 日本、〒103-0027 東京都中央区日本橋馬喰町１丁目５−４ 中庄ビル 1F",,
497,TENPO#0025,大塚店,Darts Bar a's 大塚店,90.6,【定期清掃】Darts Bar a's 大塚店,,〒170-0004 東京都豊島区北大塚２丁目６−１０ ST1ビル 地下１階,,
498,TENPO#0068,神田南口店,馬力 神田南口店,89.4,馬力神田　ファンベルト交換,,"馬力 神田南口店, 日本、〒103-0022 東京都中央区日本橋室町４丁目２−１",,
499,TENPO#77f42e59665b,N,carniceria 横浜 営業,90.8,carniceria 横浜 営業,,"カルニセリア横浜店, 日本、〒221-0835 神奈川県横浜市神奈川区鶴屋町２丁目１６−４ エフテムビル 1F",,
500,TENPO#0083,本店,ネズミ駆除 ニーハオ本店　再設置,90.8,ネズミ駆除 ニーハオ本店　再設置,,,,
502,TENPO#0128,ビストロ エヴォルテ,エヴォルテ,89.0,エヴォルテ　清掃,,,,
503,TENPO#0069,高円寺ガード下店,馬力 高円寺ガード下店,90.0,株式会社馬力 高円寺,,"馬力 高円寺ガード下店, 日本、〒166-0003 東京都杉並区高円寺南３丁目６９−１",,
